"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 31 20:36:47 CST 2022","Tue May 31 20:36:52 CST 2022","5615","test_case","test_taobao","","","","淘宝搜索：迈巴赫",""
